ZIP,CITY,COUNTY,STATEID,STATE,LAT,LNG,TIMEZONE,MEDIAN_AGE,POPULATION,POPCHANGE#,POPCHANGE%,DENSITY_PER_KM,HOUSING_UNITS,HOMESCHANGE#,HOMESCHANGE%,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,MEDINCCHANGE#,MEDINCCHANGE%,200K_MORE_%,MEAN_HOUSEHOLD_INCOME,PER_CAPITA_INCOME,IN_LABOR_FORCE_%,FERTILITY_RATE_%,VOTING_POPULATION,BELOW_POVERTY_LEVEL_%,EDU_HS_OR_ABOVE_%,EDU_BS_OR_AVOVE_%,M_PER_100_F,AGE_UNDER_18_%,AGE_65_OR_ABOVE_%,RACE_WHITE_%,RACE_BLACK_%,RACE_ASIAN_%,CLUSTER,CLUS_NAME
40456,Mount Vernon,Rockcastle,KY,Kentucky,37.34836,-84.32157,America/New_York,42.3,9728,180,0.01885211562630917,20.8,2933,97,0.0342031029619182,92400,35055,2355,0.07201834862385323,2.3,50858,20975,52.7,3.6,7558,19.9,78.8,13.5,94.5,22.3,16.8,98.0,0.2,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
40461,Paint Lick,Madison,KY,Kentucky,37.59316,-84.40713000000002,America/New_York,38.2,3467,227,0.07006172839506172,23.7,936,50,0.0564334085778781,152400,51064,3925,0.08326438829843652,2.1,57558,22038,62.7,3.1,2565,12.6,83.3,19.4,101.0,24.6,12.3,98.1,0.7,0.8,4,"Younger, Employed, Lower Educated, Low Income"
40475,Richmond,Madison,KY,Kentucky,37.76658,-84.3137,America/New_York,33.7,60296,1075,0.01815234460748721,78.9,12516,160,0.012949174490126256,160400,46699,2935,0.06706425372452242,2.6,63109,24551,61.6,4.8,47428,13.7,87.3,33.0,92.3,19.8,12.7,90.4,5.2,1.0,4,"Younger, Employed, Lower Educated, Low Income"
40484,Stanford,Lincoln,KY,Kentucky,37.51612,-84.66965,America/New_York,41.6,10987,-38,-0.003446712018140589,34.2,3183,10,0.003151591553734636,103300,40483,4287,0.11843850149187755,1.9,52229,21194,53.6,3.2,8586,14.0,83.3,15.7,94.0,20.8,18.1,92.7,4.2,0.0,3,"Older, Employed, Lower Educated, Middle Income"
40486,Tyner,Jackson,KY,Kentucky,37.36931,-83.86188,America/New_York,35.7,3007,131,0.04554937413073713,17.0,887,31,0.036214953271028034,103700,46597,10942,0.3068854298134904,0.0,51737,16949,47.2,9.9,2057,26.7,87.6,13.7,109.4,31.6,12.1,100.0,0.0,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
40489,Waynesburg,Lincoln,KY,Kentucky,37.36851,-84.6433,America/New_York,39.7,4275,632,0.17348339280812514,23.9,1279,110,0.09409751924721983,85100,41680,5352,0.14732437789033254,0.9,51463,19048,56.0,5.800000000000002,3285,27.1,81.8,8.0,97.1,23.2,15.3,97.8,0.3,0.0,3,"Older, Employed, Lower Educated, Middle Income"
40502,Lexington,Fayette,KY,Kentucky,38.01387,-84.48207,America/New_York,37.9,26699,289,0.010942824687618329,1378.6,7053,211,0.03083893598363052,322800,66815,3548,0.056079788831460316,12.2,109279,51427,69.7,4.2,21130,5.9,95.7,65.1,102.0,16.8,16.9,91.3,2.4,3.3,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
40503,Lexington,Fayette,KY,Kentucky,38.00468,-84.53421999999998,America/New_York,36.2,29534,610,0.02108975245470889,1222.3,8013,220,0.02823046323623765,174300,60793,3114,0.05398845333656963,4.6,75436,32010,68.5,3.6,22307,4.9,94.8,50.3,93.2,19.3,14.3,88.2,2.5,4.8,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
40504,Lexington,Fayette,KY,Kentucky,38.04172,-84.54154,America/New_York,31.9,26888,281,0.010561130529559893,1630.0,3860,-74,-0.018810371123538384,138900,32911,1095,0.03441664571284888,0.7,45069,19320,65.2,4.2,18023,24.9,82.8,27.3,103.7,20.9,13.5,69.0,13.6,1.9,5,"Young, Employed, Lower Educated, Low Income"
40505,Lexington,Fayette,KY,Kentucky,38.05995,-84.45692,America/New_York,40.8,25750,-100,-0.0038684719535783366,1259.7,6397,37,0.005817610062893081,112500,34707,-176,-0.005045437605710518,1.3,50073,22515,62.1,4.1000000000000005,19140,18.4,78.5,15.9,97.2,21.2,15.7,73.8,21.2,0.4,4,"Younger, Employed, Lower Educated, Low Income"
40508,Lexington,Fayette,KY,Kentucky,38.04996,-84.50114,America/New_York,22.6,26686,-298,-0.011043581381559442,2134.7,2142,120,0.05934718100890207,114500,24074,2594,0.1207635009310987,2.6,42009,16070,59.3,2.5,20936,32.4,79.7,30.0,92.2,13.2,5.8,61.9,26.5,4.4,5,"Young, Employed, Lower Educated, Low Income"
40509,Lexington,Fayette,KY,Kentucky,37.99785,-84.37619000000002,America/New_York,35.4,38800,1558,0.04183448794371945,303.9,9506,531,0.059164345403899726,229600,73423,5705,0.08424643373992144,8.8,98476,40330,74.2,4.2,27678,7.0,94.5,50.2,92.8,24.5,10.8,76.2,14.8,4.9,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
40511,Lexington,Fayette,KY,Kentucky,38.13367,-84.47807,America/New_York,34.3,32900,150,0.004580152671755725,138.6,7592,103,0.01375350514087328,143900,54013,555,0.010381982116801976,2.0,66886,26568,66.8,7.9,22383,12.5,86.6,34.1,110.7,23.9,10.6,59.3,26.9,1.3,2,"Middle Aged, Employed, Educated, Higher Income"
40513,Lexington,Fayette,KY,Kentucky,38.01595,-84.60642,America/New_York,43.8,11242,462,0.042857142857142864,294.2,3393,116,0.035398230088495575,324100,98633,-9660,-0.08920244152438292,17.6,132875,50873,64.7,2.5,7799,1.8,95.9,63.5,91.2,24.2,15.4,79.6,3.8,13.4,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
40514,Lexington,Fayette,KY,Kentucky,37.98269000000001,-84.56343000000003,America/New_York,38.1,15682,76,0.004869921824939126,1908.8,4865,-60,-0.012182741116751269,194600,86017,5829,0.07269167456477278,9.2,111411,41334,72.9,5.6000000000000005,11235,1.2,97.5,54.2,93.1,25.9,11.8,87.4,4.0,4.9,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
40515,Lexington,Fayette,KY,Kentucky,37.92033,-84.40977,America/New_York,37.4,35839,524,0.014837887583179953,230.5,9044,-17,-0.001876172607879925,210300,68708,-994,-0.014260709879200025,7.8,93542,38148,73.7,4.0,26367,5.9,95.4,50.3,93.4,22.5,11.6,84.7,7.1,3.9,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
40516,Lexington,Fayette,KY,Kentucky,38.06968,-84.3612,America/New_York,41.7,3134,170,0.057354925775978415,31.5,858,-1,-0.0011641443538998836,167200,69125,4750,0.07378640776699029,7.7,92603,37402,66.4,7.6,2311,5.1,86.4,39.3,100.3,21.5,16.4,76.1,16.9,0.0,2,"Middle Aged, Employed, Educated, Higher Income"
40517,Lexington,Fayette,KY,Kentucky,37.98388,-84.48828,America/New_York,31.9,36445,-44,-0.0012058428567513495,2202.8,5890,-146,-0.024188204108681246,130600,40081,-237,-0.0058782677712188106,1.1,51916,23631,72.8,4.5,26120,24.7,92.4,29.8,84.9,23.8,12.0,68.9,23.1,2.7,5,"Young, Employed, Lower Educated, Low Income"
40601,Frankfort,Franklin,KY,Kentucky,38.23397,-84.88086,America/New_York,40.9,50573,102,0.002020962532939708,86.8,13341,26,0.001952684941794968,139700,53598,2530,0.049541787420693977,2.1,65420,28082,63.1,4.2,38851,9.6,87.3,28.5,95.6,21.0,16.3,82.9,9.9,1.8,2,"Middle Aged, Employed, Educated, Higher Income"
40701,Corbin,Whitley,KY,Kentucky,36.91957,-84.16356999999998,America/New_York,38.9,30668,994,0.033497337736739234,79.2,7595,-103,-0.013380098726942062,102900,33389,1121,0.03474029998760382,1.6,49428,19818,52.0,7.7,22948,20.7,79.6,16.9,100.6,24.9,18.1,97.7,0.0,0.5,0,"Middle Aged, Unemployed, Uneducated, Low Income"
40729,East Bernstadt,Laurel,KY,Kentucky,37.24779,-84.13499,America/New_York,44.5,5277,-376,-0.06651335574031488,32.2,1654,88,0.0561941251596424,71100,29392,469,0.016215468658161324,1.4,42196,17505,51.2,5.7,4170,21.4,69.5,6.2,102.2,21.0,13.1,96.6,1.2,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
40734,Gray,Knox,KY,Kentucky,36.92815,-83.96908,America/New_York,34.6,3820,411,0.12056321501906718,35.7,878,-78,-0.08158995815899582,62200,27542,578,0.02143598872570835,0.0,32960,12617,39.1,4.4,2682,33.4,70.1,4.3,90.0,29.5,14.2,99.2,0.0,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
40740,Lily,Laurel,KY,Kentucky,37.01774,-84.03399,America/New_York,36.8,3169,-78,-0.024022174314752082,78.8,874,46,0.05555555555555555,91400,37000,2774,0.08104949453631742,1.9,47127,17501,57.4,2.0,2311,17.0,72.2,9.7,101.1,26.7,10.9,99.6,0.0,0.4,4,"Younger, Employed, Lower Educated, Low Income"
40741,London,Laurel,KY,Kentucky,37.13751,-84.12616,America/New_York,40.6,22721,611,0.02763455450022614,40.4,5799,17,0.002940159114493255,112800,39275,1105,0.028949436730416563,2.9,55186,22827,51.5,5.3,17571,19.8,79.5,13.6,94.7,22.6,15.7,97.0,1.3,0.3,0,"Middle Aged, Unemployed, Uneducated, Low Income"
40744,London,Laurel,KY,Kentucky,37.03732,-84.09364000000002,America/New_York,38.1,18708,-388,-0.020318391286133226,67.0,5057,-137,-0.02637658837119753,110600,41669,2038,0.05142438999772905,1.6,54422,20770,55.7,3.5000000000000004,14238,19.7,84.3,15.1,90.2,23.6,15.3,97.0,0.3,0.8,4,"Younger, Employed, Lower Educated, Low Income"
40759,Rockholds,Whitley,KY,Kentucky,36.8204,-84.06,America/New_York,35.2,2505,-654,-0.2070275403608737,20.4,871,-27,-0.03006681514476615,75600,28240,115,0.004088888888888889,2.1,44073,16788,59.3,0.0,1697,29.2,78.6,5.8,83.5,32.3,15.4,97.4,0.0,0.0,4,"Younger, Employed, Lower Educated, Low Income"
40769,Williamsburg,Whitley,KY,Kentucky,36.71209,-84.17017,America/New_York,33.4,17999,380,0.021567625858448267,24.3,3865,89,0.023569915254237288,71000,31129,2181,0.07534199253834463,0.5,41559,14956,45.6,5.4,13745,22.9,74.7,20.8,89.3,22.7,13.7,95.2,2.4,0.2,0,"Middle Aged, Unemployed, Uneducated, Low Income"
40823,Cumberland,Harlan,KY,Kentucky,36.95985,-82.99715,America/New_York,43.4,3658,-302,-0.07626262626262628,28.2,995,-69,-0.06484962406015038,46400,23739,862,0.03767976570354505,0.2,36481,16589,42.4,4.1000000000000005,2752,31.3,73.4,13.4,85.7,24.8,19.2,97.9,0.4,0.1,0,"Middle Aged, Unemployed, Uneducated, Low Income"
40828,Evarts,Harlan,KY,Kentucky,36.8727,-83.14267,America/New_York,39.1,3774,160,0.044272274488101816,32.3,969,35,0.03747323340471092,53600,23455,-1418,-0.05700960881276886,0.0,32399,12445,32.9,6.2,2857,44.1,68.4,5.3,103.6,24.1,13.5,93.7,4.6,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
40831,Harlan,Harlan,KY,Kentucky,36.75953,-83.34993,America/New_York,40.4,5219,-138,-0.025760686951652043,38.7,1312,-28,-0.020895522388059702,71100,23773,-405,-0.016750765158408468,1.6,40308,17451,45.8,1.7000000000000002,4078,30.6,77.3,15.7,77.6,21.3,16.2,89.7,5.8,1.9,0,"Middle Aged, Unemployed, Uneducated, Low Income"
40906,Barbourville,Knox,KY,Kentucky,36.88215,-83.88646,America/New_York,40.1,11651,-312,-0.02608041461171947,34.7,2651,60,0.02315708220764184,77300,28125,850,0.031164069660861594,1.2,45808,18050,40.4,2.1,8736,29.0,69.0,13.9,89.1,23.5,16.2,94.4,2.9,0.4,0,"Middle Aged, Unemployed, Uneducated, Low Income"
40935,Flat Lick,Knox,KY,Kentucky,36.90609,-83.71607,America/New_York,44.6,2768,-28,-0.010014306151645207,13.7,896,5,0.0056116722783389455,63700,20021,-3594,-0.15219140376879106,0.0,27664,11873,31.7,5.800000000000002,2193,34.4,52.6,10.3,101.5,20.8,17.9,99.7,0.3,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
40962,Manchester,Clay,KY,Kentucky,37.14587,-83.74061,America/New_York,38.7,18403,119,0.006508422664624809,19.9,4796,-57,-0.011745312178034206,56000,24739,1743,0.07579579057227344,1.0,39868,15371,37.0,8.4,14231,33.9,62.3,8.9,113.0,22.0,13.7,93.0,4.2,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
40965,Middlesboro,Bell,KY,Kentucky,36.63434,-83.71669,America/New_York,42.0,12791,-385,-0.029219793564055862,72.8,2999,-66,-0.021533442088091357,80400,23204,675,0.02996138310621865,1.0,36439,15798,35.2,6.3,9850,34.6,67.7,11.5,88.6,22.6,19.4,92.0,5.5,0.4,0,"Middle Aged, Unemployed, Uneducated, Low Income"
40977,Pineville,Bell,KY,Kentucky,36.70954,-83.75923,America/New_York,40.7,9991,44,0.00442344425454911,30.0,2657,-10,-0.0037495313085864268,51500,24211,880,0.03771805752003772,0.0,35621,14268,42.3,2.9000000000000004,7881,29.0,69.6,8.3,103.9,21.1,15.2,96.2,2.1,0.1,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41001,Alexandria,Campbell,KY,Kentucky,38.91491,-84.40265,America/New_York,39.4,16981,145,0.008612497030173439,123.9,5346,-2,-0.0003739715781600599,178200,74619,905,0.012277179368912282,5.0,87996,32113,69.1,6.800000000000002,12607,6.8,93.0,29.1,99.8,25.1,14.5,97.2,0.3,0.9,2,"Middle Aged, Employed, Educated, Higher Income"
41004,Brooksville,Bracken,KY,Kentucky,38.65389,-84.10655,America/New_York,40.2,4116,-245,-0.05617977528089888,13.9,1246,-26,-0.020440251572327043,101500,41375,6800,0.19667389732465654,1.6,55214,23478,55.8,9.4,3113,18.7,84.7,12.9,93.1,24.1,15.4,96.3,0.0,1.0,3,"Older, Employed, Lower Educated, Middle Income"
41005,Burlington,Boone,KY,Kentucky,39.00803,-84.76746,America/New_York,36.2,24352,1212,0.05237683664649957,149.3,6466,265,0.042735042735042736,181400,78194,7818,0.1110890076162328,3.4,84277,30688,71.8,5.2,17652,6.1,94.0,26.3,100.4,26.6,9.8,91.3,4.6,0.9,2,"Middle Aged, Employed, Educated, Higher Income"
41006,Butler,Pendleton,KY,Kentucky,38.78297,-84.3444,America/New_York,41.0,4190,-166,-0.03810835629017447,32.4,1161,-78,-0.06295399515738499,110900,61708,3447,0.05916479291464272,1.3,71979,26648,60.5,7.9,3245,9.2,88.3,13.7,97.9,22.3,16.6,94.5,1.8,0.7,3,"Older, Employed, Lower Educated, Middle Income"
41007,California,Campbell,KY,Kentucky,38.89179,-84.30447,America/New_York,43.1,4177,225,0.05693319838056681,31.3,1302,32,0.025196850393700787,192300,62283,-2405,-0.03717845659163988,7.1,80776,29926,66.3,3.5000000000000004,3304,6.8,93.1,19.0,112.2,20.7,15.7,98.8,0.3,0.2,2,"Middle Aged, Employed, Educated, Higher Income"
41008,Carrollton,Carroll,KY,Kentucky,38.66355,-85.16781999999998,America/New_York,36.8,6951,13,0.0018737388296339,66.2,1566,98,0.0667574931880109,124300,45833,2889,0.06727365871833085,2.9,61516,23175,61.6,6.3,5033,29.0,77.4,13.5,110.7,24.8,16.0,89.8,2.8,0.1,4,"Younger, Employed, Lower Educated, Low Income"
41010,Corinth,Grant,KY,Kentucky,38.49774,-84.60526,America/New_York,43.5,3621,-411,-0.1019345238095238,14.1,1082,-82,-0.07044673539518902,117600,43964,426,0.00978455602002848,2.5,67543,25396,53.6,2.1,2791,5.6,76.1,10.8,99.4,22.9,15.7,94.0,4.8,0.0,3,"Older, Employed, Lower Educated, Middle Income"
41011,Covington,Kenton,KY,Kentucky,39.06801,-84.52953000000002,America/New_York,36.1,26066,878,0.03485786882642528,1403.4,5041,170,0.0349004311229727,162900,42323,2247,0.05606846990717637,3.8,63135,29911,67.9,7.199999999999998,19780,20.0,88.0,32.8,101.4,20.9,14.2,77.2,13.4,1.7,4,"Younger, Employed, Lower Educated, Low Income"
41014,Covington,Kenton,KY,Kentucky,39.06573,-84.50548,America/New_York,36.0,6874,-456,-0.062210095497953616,2522.9,1267,-48,-0.03650190114068441,79900,34990,2014,0.061074721009218826,1.9,47822,20927,65.6,6.1,5162,24.2,82.9,22.5,86.4,23.6,11.6,83.9,11.3,0.0,4,"Younger, Employed, Lower Educated, Low Income"
41015,Latonia,Kenton,KY,Kentucky,38.97809,-84.48439,America/New_York,41.3,20383,-796,-0.037584399641153975,316.4,5453,-178,-0.031610726336352334,115300,49365,1190,0.02470160871821484,1.8,63585,26036,63.1,6.4,15652,12.4,85.9,21.3,94.9,23.0,14.8,93.3,3.0,0.1,3,"Older, Employed, Lower Educated, Middle Income"
41016,Covington,Kenton,KY,Kentucky,39.08709,-84.54915,America/New_York,36.4,6164,22,0.003581895148160209,1459.9,1507,-59,-0.03767560664112389,94100,45164,1800,0.04150908587768656,2.7,56365,23737,64.9,3.7,4576,15.1,86.9,20.3,96.2,25.2,10.2,96.4,2.1,0.0,4,"Younger, Employed, Lower Educated, Low Income"
41017,Ft Mitchell,Kenton,KY,Kentucky,39.02887,-84.56144,America/New_York,38.0,39334,-481,-0.012080874042446314,716.6,10895,-218,-0.019616665166921624,192500,74593,4976,0.071476794461123,10.7,102727,39589,67.3,7.399999999999999,29274,5.4,95.0,42.7,96.0,23.9,14.6,95.1,0.9,1.5,2,"Middle Aged, Employed, Educated, Higher Income"
41018,Erlanger,Kenton,KY,Kentucky,39.01561,-84.60285999999998,America/New_York,36.3,27606,328,0.012024341960554292,924.9,6627,73,0.011138236191638694,116200,53735,-293,-0.005423113940919522,2.7,66876,26460,69.6,3.7,20496,10.3,90.2,22.6,104.0,23.4,13.3,87.2,5.7,1.5,4,"Younger, Employed, Lower Educated, Low Income"
41030,Crittenden,Grant,KY,Kentucky,38.7899,-84.59321,America/New_York,42.1,5722,-53,-0.009177489177489178,87.1,1404,81,0.061224489795918366,124600,50067,423,0.008520667150108775,0.9,60835,24143,59.0,9.7,4362,18.5,88.4,14.6,93.2,23.3,13.5,94.4,0.9,0.0,3,"Older, Employed, Lower Educated, Middle Income"
41031,Cynthiana,Harrison,KY,Kentucky,38.41612,-84.28683000000002,America/New_York,41.9,15960,45,0.002827521206409048,28.2,4140,-14,-0.003370245546461242,132700,45390,5037,0.12482343320199242,1.3,57765,22691,57.7,6.5,11992,12.4,82.8,15.5,96.1,23.4,17.0,94.2,2.1,0.0,3,"Older, Employed, Lower Educated, Middle Income"
41035,Dry Ridge,Grant,KY,Kentucky,38.70513,-84.65958,America/New_York,33.7,10843,333,0.031684110371075165,39.1,2718,77,0.029155622870124957,119300,44248,-2716,-0.05783153053402607,1.0,58853,21942,64.2,7.000000000000001,7636,13.2,84.7,13.7,91.7,28.6,11.5,95.8,0.1,0.3,4,"Younger, Employed, Lower Educated, Low Income"
41039,Ewing,Fleming,KY,Kentucky,38.41149,-83.88074,America/New_York,43.4,2588,1,0.00038654812524159255,13.1,781,-1,-0.001278772378516624,81700,42700,10030,0.30700948882767065,4.1,72564,30462,50.7,5.9,2017,19.9,80.3,10.5,101.4,22.1,15.3,99.2,0.1,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41040,Falmouth,Pendleton,KY,Kentucky,38.64992,-84.33041999999998,America/New_York,42.7,7240,-152,-0.020562770562770564,19.2,1955,-129,-0.06190019193857965,92000,39082,-2398,-0.05781099324975893,1.5,52674,21393,56.3,5.4,5682,14.5,79.0,11.8,99.1,21.3,13.3,98.1,0.5,0.1,3,"Older, Employed, Lower Educated, Middle Income"
41041,Flemingsburg,Fleming,KY,Kentucky,38.40895,-83.72604,America/New_York,41.1,7406,-115,-0.01529051987767584,25.7,1968,-40,-0.0199203187250996,113300,40347,2178,0.05706201367601981,1.5,55747,23232,58.1,7.399999999999999,5563,9.9,76.5,16.5,95.5,24.7,18.5,93.7,3.2,0.1,3,"Older, Employed, Lower Educated, Middle Income"
41042,Florence,Boone,KY,Kentucky,39.00114,-84.65281,America/New_York,38.8,51545,-290,-0.0055946754123661615,671.8,13158,152,0.011686913732123634,147300,57999,1726,0.030671903044088636,4.3,74476,30111,69.2,4.8,37343,8.0,90.6,26.6,95.0,23.6,15.4,90.0,3.9,2.3,2,"Middle Aged, Employed, Educated, Higher Income"
41048,Hebron,Boone,KY,Kentucky,39.09489,-84.70691,America/New_York,34.7,15444,27,0.0017513134851138356,245.1,4030,124,0.031746031746031744,215700,93186,1657,0.018103551879732102,10.4,118572,37667,74.8,4.4,10277,1.2,97.3,43.5,87.4,32.2,6.9,91.0,2.5,2.4,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
41051,Independence,Kenton,KY,Kentucky,38.93398,-84.545,America/New_York,33.8,30302,985,0.033598253573012236,355.5,8202,213,0.026661659782200527,162600,77486,2257,0.030001728056999293,2.2,83811,28132,73.7,8.1,21428,3.7,89.4,29.0,95.6,28.6,9.5,95.1,1.0,1.7,2,"Middle Aged, Employed, Educated, Higher Income"
41056,Maysville,Mason,KY,Kentucky,38.60007,-83.77847,America/New_York,40.9,13980,47,0.003373286442259384,39.2,3574,38,0.010746606334841629,108900,38750,2987,0.0835220758884881,1.9,61456,24627,52.7,4.4,10652,13.8,85.8,17.8,95.2,23.0,17.5,88.5,6.6,0.8,3,"Older, Employed, Lower Educated, Middle Income"
41059,Melbourne,Campbell,KY,Kentucky,39.00753,-84.34817,America/New_York,46.0,2666,127,0.05001969279243797,76.7,813,25,0.031725888324873094,169000,75000,972,0.013130166963851516,3.4,82578,30035,63.4,12.2,2075,6.6,89.7,30.0,109.4,22.2,17.1,98.7,0.0,0.8,2,"Middle Aged, Employed, Educated, Higher Income"
41063,Morning View,Kenton,KY,Kentucky,38.84792,-84.4977,America/New_York,44.5,3047,-253,-0.07666666666666666,36.1,1051,51,0.051,163100,57768,-1867,-0.03130711830300998,3.6,67170,26357,58.0,4.7,2503,5.5,83.5,12.6,105.9,17.9,17.1,98.5,0.0,1.5,3,"Older, Employed, Lower Educated, Middle Income"
41071,Newport,Campbell,KY,Kentucky,39.07384,-84.48277,America/New_York,35.1,20871,147,0.007093225246091487,1486.1,3914,-127,-0.031427864390002475,116200,40242,40,0.0009949753743594843,2.3,58489,25638,61.4,5.2,16132,22.0,83.8,24.1,99.4,20.7,12.4,84.9,10.0,1.1,4,"Younger, Employed, Lower Educated, Low Income"
41073,Bellevue,Campbell,KY,Kentucky,39.10196,-84.47913,America/New_York,38.1,5795,-49,-0.00838466803559206,2450.5,1764,30,0.017301038062283742,120600,56827,2337,0.04288860341347036,4.9,79651,35260,73.2,4.5,4614,6.9,92.1,34.8,101.3,19.2,12.9,95.5,2.0,0.6,2,"Middle Aged, Employed, Educated, Higher Income"
41074,Dayton,Campbell,KY,Kentucky,39.11279,-84.46406999999998,America/New_York,35.4,5421,1,0.00018450184501845018,1590.0,1221,36,0.030379746835443037,97000,42803,4171,0.10796748809277283,3.2,58562,22628,63.0,6.0,4082,16.8,82.8,17.0,91.1,24.2,11.0,95.5,0.9,0.2,4,"Younger, Employed, Lower Educated, Low Income"
41075,Fort Thomas,Campbell,KY,Kentucky,39.07979,-84.45098,America/New_York,40.5,16453,14,0.0008516333110286514,1055.9,4492,-74,-0.016206745510293472,212800,70556,3475,0.051803044081036365,9.1,99016,40357,68.6,2.4,12408,2.9,94.5,48.0,90.7,23.7,15.3,95.5,1.7,1.0,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
41076,Newport,Campbell,KY,Kentucky,39.01785,-84.43590999999998,America/New_York,39.5,17405,-289,-0.01633322030066689,303.5,5625,167,0.03059728838402345,161200,61216,-1605,-0.025548781458429502,2.3,74602,31794,63.8,5.1,14086,5.2,93.7,36.8,89.5,17.7,18.0,97.2,0.7,1.1,2,"Middle Aged, Employed, Educated, Higher Income"
41086,Sparta,Gallatin,KY,Kentucky,38.68851,-84.87239,America/New_York,42.1,2788,-150,-0.05105513955071477,16.6,833,-25,-0.029137529137529136,99800,52422,1402,0.027479419835358683,0.1,64428,24063,56.4,6.1,2052,17.0,87.9,9.4,87.9,26.1,19.1,95.7,3.4,0.0,3,"Older, Employed, Lower Educated, Middle Income"
41091,Union,Boone,KY,Kentucky,38.91861,-84.73995,America/New_York,38.4,19374,666,0.03559974342527261,127.0,6007,508,0.09238043280596472,249200,99603,4537,0.047724738602655,15.6,127223,44223,68.0,6.2,13169,1.3,95.4,45.6,103.4,29.4,12.2,91.2,0.7,5.6,1,"Middle Aged, Highly Employed, Highly Educated, High Income"
41092,Verona,Boone,KY,Kentucky,38.81848,-84.70068,America/New_York,38.1,3961,217,0.05795940170940171,35.4,1068,13,0.012322274881516588,169900,71105,7230,0.1131898238747554,5.1,84551,26838,60.4,6.4,2938,6.9,84.3,14.9,114.3,25.0,12.3,98.5,1.3,0.0,2,"Middle Aged, Employed, Educated, Higher Income"
41093,Wallingford,Fleming,KY,Kentucky,38.39068,-83.56165,America/New_York,44.5,2562,-26,-0.010046367851622877,10.2,877,9,0.010368663594470045,68800,40417,6866,0.20464367679055767,1.5,49553,19394,52.1,0.0,1958,18.7,73.6,6.4,93.9,23.6,17.3,99.0,0.0,0.0,3,"Older, Employed, Lower Educated, Middle Income"
41094,Walton,Boone,KY,Kentucky,38.88397,-84.62524,America/New_York,34.0,15347,507,0.0341644204851752,116.7,3794,119,0.03238095238095238,196000,71974,1672,0.023783107166225708,6.6,96121,32890,68.8,3.3000000000000003,10306,11.5,90.2,29.1,98.0,30.5,10.1,95.1,1.7,0.9,2,"Middle Aged, Employed, Educated, Higher Income"
41095,Warsaw,Gallatin,KY,Kentucky,38.79219000000001,-84.82369,America/New_York,38.5,3305,82,0.025442134657151724,51.0,672,27,0.04186046511627907,114600,46201,-2088,-0.04323966120648595,0.9,54882,22401,59.4,3.9,2276,13.8,77.1,14.2,93.8,26.6,13.6,89.4,1.5,0.4,4,"Younger, Employed, Lower Educated, Low Income"
41097,Williamstown,Grant,KY,Kentucky,38.61986,-84.58145,America/New_York,36.8,7903,127,0.01633230452674897,28.3,1533,-83,-0.051361386138613865,116300,42088,924,0.022446798173161014,2.0,55089,17945,48.8,4.3,5610,19.5,75.7,10.6,115.9,27.9,14.4,95.0,1.1,0.0,0,"Middle Aged, Unemployed, Uneducated, Low Income"
41101,Ashland,Boyd,KY,Kentucky,38.47219000000001,-82.64599,America/New_York,38.1,19219,-205,-0.010553953871499176,751.1,4826,-55,-0.01126818274943659,89300,38433,161,0.004206730769230769,3.6,58223,24067,52.4,5.3,14557,20.8,89.9,23.7,95.1,23.6,18.0,92.3,2.6,1.1,4,"Younger, Employed, Lower Educated, Low Income"
41102,Ashland,Boyd,KY,Kentucky,38.42109,-82.725,America/New_York,45.2,20012,-75,-0.003733758152038632,163.8,5829,-5,-0.0008570449091532396,116300,50694,2617,0.05443351290637935,3.4,78797,31830,49.9,1.7000000000000002,16138,11.0,89.4,20.3,101.7,18.6,20.1,94.0,3.0,0.0,3,"Older, Employed, Lower Educated, Middle Income"
41129,Catlettsburg,Boyd,KY,Kentucky,38.32031,-82.63988,America/New_York,43.3,10493,30,0.002867246487623053,44.8,3053,-70,-0.022414345180915785,119200,50497,188,0.0037369059214057134,2.2,66516,24825,50.2,7.5,8173,12.1,87.0,14.5,102.9,22.0,17.8,98.2,1.1,0.0,3,"Older, Employed, Lower Educated, Middle Income"
